"inchikey"	"synonym"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"halloween"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"halls"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"hammer"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hanbang"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hand blue"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand boo"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand e"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand fiji"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand gift"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hand gold"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand hoot"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand icy"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand meet"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand napa"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand need"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand ooh"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand pink"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand ripe"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand rub"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand rx"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand san"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand sani"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand sanitizer,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hand sp"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand warm"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand wild"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand wipe"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand-aid"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hand-aloe"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand-e"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hand-e xl"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"handfresh"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"handful"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"handi"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"handle"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"handler"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"handrub"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hands on"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"handscrub"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"handsoap"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hanitizer"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hannaford"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"harmony"
"CVBMAZKKCSYWQR-UHFFFAOYSA-N"	"harmonyl"
"VMXUWOKSQNHOCA-UHFFFAOYSA-N"	"hcl 1/2"
"MYPYJXKWCTUITO-UHFFFAOYSA-N"	"hcl 5.0gm/vial"
"BLGXFZZNTVWLAY-UHFFFAOYSA-N"	"hcl 5.4mg"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"hcl injection-0.4mg/ml"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"hcl injection-1mg/ml"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"hcl jelly"
"SKYSRIRYMSLOIN-UHFFFAOYSA-N"	"hcl oph"
"OCJYIGYOJCODJL-UHFFFAOYSA-N"	"hcl, 12.5"
"OCJYIGYOJCODJL-UHFFFAOYSA-N"	"hcl, 25"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"hco2"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"hco2h"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"hco2k"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"hco3-"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"hco3(-)"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"hcooh"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"hcook"
"VIKNJXKGJWUCNN-UHFFFAOYSA-N"	"heather"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"heaven"
"PUFQVTATUTYEAL-UHFFFAOYSA-N"	"heavy"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"her"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"her style"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"herbion"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"herbs"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hes"
"PWWVAXIEGOYWEE-UHFFFAOYSA-N"	"hiberna"
"ZPEIMTDSQAKGNT-UHFFFAOYSA-N"	"hibernal"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hibiscus"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hidden"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hielo"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hill"
"VKYKSIONXSXAKP-UHFFFAOYSA-N"	"hip"
"VKYKSIONXSXAKP-UHFFFAOYSA-N"	"hip rex"
"VZCYOOQTPOCHFL-UHFFFAOYSA-N"	"hmale"
"CXQXSVUQTKDNFP-UHFFFAOYSA-N"	"hmdso"
"FFEARJCKVFRZRR-UHFFFAOYSA-N"	"hmet"
"ANJPRQPHZGHVQB-UHFFFAOYSA-N"	"hmi"
"UUVWYPNAQBNQJQ-UHFFFAOYSA-N"	"hmm"
"HAWPXGHAZFHHAD-UHFFFAOYSA-N"	"hn2"
"LELOWRISYMNNSU-UHFFFAOYSA-N"	"hnc"
"AEMRFAOFKBGASW-UHFFFAOYSA-N"	"hoch2cooh"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"honey-lem."
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"honey-lem. menth."
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"honeydew"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"hongo"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hoot"
"LSDULPZJLTZEFD-UHFFFAOYSA-N"	"hop"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"hope"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"hope in"
"PROQIPRRNZUXQM-UHFFFAOYSA-N"	"hormomed"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"horse"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hospital"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot arm"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot flexible,"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot medicated,"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot patch"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot power"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hot xl"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hours"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"house"
"BQJCRHHNABKAKU-UHFFFAOYSA-N"	"hp 25-25mg/ml"
"BQJCRHHNABKAKU-UHFFFAOYSA-N"	"hp 50-50mg/ml"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"hsoap"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"hung"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"huogan"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"hydra"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"hydratant"
"VEQOALNAAJBPNY-UHFFFAOYSA-N"	"hydrate)"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"hydrates"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"hydrator"
"CURUTKGFNZGFSE-UHFFFAOYSA-N"	"hydrochloride (preservative"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"hydrochloride 0.4%"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"hydrochloride 0.8%"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"hydrochloride 1%-liq"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"hydrochloride 2%-liq"
"QCHFTSOMWOSFHM-UHFFFAOYSA-N"	"hydrochloride 4%-liq"
"MYPYJXKWCTUITO-UHFFFAOYSA-N"	"hydrochloride capsules,"
"REQCZEXYDRLIBE-UHFFFAOYSA-N"	"hydrochloride inj."
"JRWZLRBJNMZMFE-UHFFFAOYSA-N"	"hydrochloride injection-12.5mg/ml"
"RDOIQAHITMMDAJ-UHFFFAOYSA-N"	"hydrochloride solution.2mg/ml"
"MYPYJXKWCTUITO-UHFFFAOYSA-N"	"hydrochloride, usp-500mg/vial"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"hydrogel"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"hydroskin"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m 18%"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m 30%"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m 60%"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m 76%"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m,75%"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"hypaque-m,90%"
"WSFSSNUMVMOOMR-UHFFFAOYSA-N"	"hyperband"
"PVHLMTREZMEJCG-UHFFFAOYSA-N"	"i (1-7)"
"MUQUYTSLDVKIOF-UHFFFAOYSA-N"	"i (9ci)"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"i can't"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"i cant"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"i love"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"i nr"
"HEFNNWSXXWATRW-UHFFFAOYSA-N"	"i-prin"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"i.c."
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"i.c."
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"i.c.e."
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"i.c.e."
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"i.m."
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"i.m."
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"i.u. (natural"
"VAOCPAMSLUNLGC-UHFFFAOYSA-N"	"i.v. in"
"VAOCPAMSLUNLGC-UHFFFAOYSA-N"	"i.v. rtu"
"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"i.v.-0.2mg/ml"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"i.v.-liq"
"KAQKFAOMNZTLHT-UHFFFAOYSA-N"	"i2 anion"
"USVMJSALORZVDV-UHFFFAOYSA-N"	"i6a"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"ia im"
"HEFNNWSXXWATRW-UHFFFAOYSA-N"	"ibu-tab"
"HEFNNWSXXWATRW-UHFFFAOYSA-N"	"ibuprofen capsules,"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"ic-gel"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"iced cranberry,"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"icing"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ics3 blue"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"icy blue"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"icy hot"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"icyhot"
"XDXDZDZNSLXDNA-UHFFFAOYSA-N"	"idamycin powder-10mg/vial"
"XDXDZDZNSLXDNA-UHFFFAOYSA-N"	"idamycin powder-5mg/vial"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ihs"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ihs 2000"
"PVHLMTREZMEJCG-UHFFFAOYSA-N"	"ii (1-7)"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"ii 3.5%"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"ii 3.5%"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"ii 4.25%"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"ii 4.25%"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"ii dec"
"VMXUWOKSQNHOCA-UHFFFAOYSA-N"	"ii)"
"OKIHRVKXRCAJFQ-UHFFFAOYSA-N"	"iii(1-)"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"ili hand"
"WFPIAZLQTJBIFN-UHFFFAOYSA-N"	"im 500mg/ml"
"PJMPHNIQZUBGLI-UHFFFAOYSA-N"	"im epd"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"im isy"
"ZQDWXGKKHFNSQK-UHFFFAOYSA-N"	"im sol"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"im-rap"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"im/iv"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"im/iv 250mg/vial"
"HAMNKKUPIHEESI-UHFFFAOYSA-N"	"imino"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"imm"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"imp 0.5mg/imp"
"VQHSOMBJVWLPSR-UHFFFAOYSA-N"	"importal"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 0.83%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 0.83%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 0.86%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 0.86%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 4.8%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 4.8%"
"KDLRVYVGXIQJDK-UHFFFAOYSA-N"	"in 5"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 5.0%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"in 5.0%"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"in 5ml"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"in d5-w"
"VYGQUTWHTHXGQB-UHFFFAOYSA-N"	"in fish"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"in nacl"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"in oxygen"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"in paris"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"in pink"
"VFLDPWHFBUODDF-UHFFFAOYSA-N"	"indian"
"CGIGDMFJXJATDK-UHFFFAOYSA-N"	"indocid p.d.a."
"CGIGDMFJXJATDK-UHFFFAOYSA-N"	"indocin i.v."
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"infadrops"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"infants"""
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"infants"""
"CXOFVDLJLONNDW-UHFFFAOYSA-N"	"infatabs"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"infinity"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"infusion,"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"infusion,"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"inh 1.25mg/2.5ml"
"BCQZXOMGPXTTIC-UHFFFAOYSA-N"	"inh 1000mg/gm"
"OEXHQOGQTVQTAT-UHFFFAOYSA-N"	"inh 250mcg/ml"
"WMWTYOKRWGGJOA-UHFFFAOYSA-N"	"inh-orl"
"XSFJVAJPIHIPKU-UHFFFAOYSA-N"	"inhal"
"RQTOOFIXOKYGAN-UHFFFAOYSA-N"	"inhaler 2mg/aem"
"PLDUPXSUYLZYBN-UHFFFAOYSA-N"	"inj-25mg/ml"
"PLDUPXSUYLZYBN-UHFFFAOYSA-N"	"inj-25mg/ml im"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"inj,usp"
"LNEPOXFFQSENCJ-UHFFFAOYSA-N"	"inj.-im"
"XLXSAKCOAKORKW-UHFFFAOYSA-N"	"inj.-pws"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"inj.50mg/ml"
"PLDUPXSUYLZYBN-UHFFFAOYSA-N"	"inj.conc-100mg/ml"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"inject.sus-40mg/ml"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"injection-0.4mg/ml"
"NGBFQHCMQULJNZ-UHFFFAOYSA-N"	"injection-10mg/ml"
"JRWZLRBJNMZMFE-UHFFFAOYSA-N"	"injection-12.5mg/ml"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"injection-1mg/ml"
"CDAISMWEOUEBRE-UHFFFAOYSA-N"	"inositols"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"inpersol-lc/lm"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"inserts"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"insomnal"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"inspiring"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"institute"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"intralesional 25mg/ml"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"intralesional-25mg/ml"
"KPYSYYIEGFHWSV-UHFFFAOYSA-N"	"intrathecal 0.05mg/ml"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"intravenous infusion,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"invisible"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"invision"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"iodent"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"iodide 3mg/5ml"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"iodide 6.25mg/5ml"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"iodide-pws 6.25mg/5ml"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"iodides"
"BJOLKYGKSZKIGU-UHFFFAOYSA-N"	"iodidie"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"iris"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"irish"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"irritated"
"MOYKHGMNXAOIAT-UHFFFAOYSA-N"	"isdn"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"iso-quin"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"itch crm"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"itch top"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"itch-x"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"itches"
"ZCVMWBYGMWKGHF-UHFFFAOYSA-N"	"itchy"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"itchy,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"itchy,"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"iu water"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"iu-water"
"DMJNNHOOLUXYBV-UHFFFAOYSA-N"	"iv 1"
"SFLSHLFXELFNJZ-UHFFFAOYSA-N"	"iv 1.0mg/ml"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"iv 1.2mg/ml"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"iv 1.5gm/vial"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"iv 1.6mg/ml"
"ORFOPKXBNMVMKC-UHFFFAOYSA-N"	"iv 10gm/vial"
"FDKXTQMXEQVLRF-UHFFFAOYSA-N"	"iv 200mg/vial"
"AQNDDEOPVVGCPG-UHFFFAOYSA-N"	"iv 250mg/ml"
"NOYPYLRCIDNJJB-UHFFFAOYSA-N"	"iv 25mg/vial"
"IQUHNCOJRJBMSU-UHFFFAOYSA-N"	"iv 279.3mg/ml"
"RZESKRXOCXWCFX-UHFFFAOYSA-N"	"iv 287mg/ml"
"HVFLCNVBZFFHBT-UHFFFAOYSA-N"	"iv 2gm"
"VVIAGPKUTFNRDU-UHFFFAOYSA-N"	"iv 350mg/vial"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"iv 3mg/ml"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"iv 3mg/ml"
"VVIAGPKUTFNRDU-UHFFFAOYSA-N"	"iv 50mg/vial"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"iv 5mg/5ml"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"iv 7.5gm/vial"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"iv 750mg/vial"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"iv bolus"
"FBOZXECLQNJBKD-UHFFFAOYSA-N"	"iv iar"
"FBOZXECLQNJBKD-UHFFFAOYSA-N"	"ivr 25mg/ml"
"KJFMBFZCATUALV-UHFFFAOYSA-N"	"jam"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"jamp-a.s.a."
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"jamp-asa"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"jan-hs-40"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"jel 20"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"jel-2%"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"jel-2%"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"jelly 2%(single"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"jelly 2%(single"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"jet alert"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"jet-alert"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"jing"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"jingle"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"jiu"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"jiu patch"
"DUGOZIWVEXMGBE-UHFFFAOYSA-N"	"jornay"
"DUGOZIWVEXMGBE-UHFFFAOYSA-N"	"jornay pm"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"just"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"just 4"
"CVKNDPRBJVBDSS-UHFFFAOYSA-N"	"justar"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"justice"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"k stomach"
"MBWXNTAXLNYFJB-UHFFFAOYSA-N"	"k-ject"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"k-vescent"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N"	"k-vitan"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"k."
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"k."
"BPLBGHOLXOTWMN-UHFFFAOYSA-N"	"k500tab"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"kay medic"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"kay qsr"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"key"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"khco3"
"ACTRVOBWPAIOHC-UHFFFAOYSA-N"	"kidney"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"kids-.25%"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"kids-.25%"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N"	"kipca-oil"
"ZKLPARSLTMPFCP-UHFFFAOYSA-N"	"kirklands"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"kiss hand"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"klar"
"PROQIPRRNZUXQM-UHFFFAOYSA-N"	"klimax"
"PROQIPRRNZUXQM-UHFFFAOYSA-N"	"klimax e"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"knee"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"kool"
"KZSNJWFQEVHDMF-UHFFFAOYSA-N"	"l-valin"
"MFOCDFTXLCYLKU-UHFFFAOYSA-N"	"l.a."
"MFOCDFTXLCYLKU-UHFFFAOYSA-N"	"l.a."
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"l.a.-130"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"l.a.-260"
"WYWIFABBXFUGLM-UHFFFAOYSA-N"	"l.r."
"WYWIFABBXFUGLM-UHFFFAOYSA-N"	"l.r."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"l'orange"
"LKDRXBCSQODPBY-UHFFFAOYSA-N"	"l(-)"
"WHUUTDBJXJRKMK-UHFFFAOYSA-N"	"l(+)"
"IUBSYMUCCVWXPE-UHFFFAOYSA-N"	"l)"
"RTZKSTLPRTWFEV-UHFFFAOYSA-N"	"l1 methyl"
"JOMHSQGEWSNUKU-UHFFFAOYSA-N"	"l4"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"la bodies"
"AQHHHDLHHXJYJD-UHFFFAOYSA-N"	"la cap"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"la french"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"la la"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"la mer"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"la peau"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"la roche"
"JCQLYHFGKNRPGE-UHFFFAOYSA-N"	"lactulose solution,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"latte"
"DSSYKIVIOFKYAU-UHFFFAOYSA-N"	"laurel"
"KHOITXIGCFIULA-UHFFFAOYSA-N"	"lax"
"KHOITXIGCFIULA-UHFFFAOYSA-N"	"lax dr"
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N"	"lay"
"OJMMVQQUTAEWLP-UHFFFAOYSA-N"	"lcm"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"ld sponge"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"le corps"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"le mains"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"le vital"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"leg"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"lent"
"IECPWNUMDGFDKC-UHFFFAOYSA-N"	"leo"
"IECPWNUMDGFDKC-UHFFFAOYSA-N"	"leo sus"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"les mains"
"OCJYIGYOJCODJL-UHFFFAOYSA-N"	"less"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"let"
